educ,age,nonwhite,occ17_num,occ17,occ5_num,occ5
14,41,0,0,Unemployment,0,Unemployment
14,27,0,5,Proprietors,2,Managerial
14,40,0,3,Managers,2,Managerial
12,43,0,3,Managers,2,Managerial
18,30,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
11,41,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
9,28,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
20,28,0,2,"Professionals, Salaried",1,Professional
16,31,0,3,Managers,2,Managerial
12,42,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
8,42,0,0,Unemployment,0,Unemployment
10,33,0,12,"Operatives, Other",5,Other Blue Collar
11,34,0,9,"Craftsmen, Other",5,Other Blue Collar
10,39,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,27,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,41,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
8,39,0,16,Farmers,2,Managerial
12,27,0,17,Farm laborers,5,Other Blue Collar
14,28,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,33,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,26,0,0,Unemployment,0,Unemployment
17,25,0,15,"Laborers, Other",5,Other Blue Collar
16,42,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
19,31,0,1,"Professionals, Self employed",1,Professional
13,25,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,28,0,0,Unemployment,0,Unemployment
11,43,0,13,Service,3,"Sales, Clerical, Services"
10,26,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,27,0,9,"Craftsmen, Other",5,Other Blue Collar
15,27,0,13,Service,3,"Sales, Clerical, Services"
18,37,0,2,"Professionals, Salaried",1,Professional
12,42,0,12,"Operatives, Other",5,Other Blue Collar
12,37,0,10,"Craftsmen, Construction",5,Other Blue Collar
8,40,0,15,"Laborers, Other",5,Other Blue Collar
4,42,1,9,"Craftsmen, Other",5,Other Blue Collar
8,39,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,29,0,5,Proprietors,2,Managerial
12,32,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,30,0,3,Managers,2,Managerial
20,30,0,2,"Professionals, Salaried",1,Professional
12,28,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,26,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,26,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,26,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
16,26,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,26,0,9,"Craftsmen, Other",5,Other Blue Collar
14,26,0,0,Unemployment,0,Unemployment
17,26,0,2,"Professionals, Salaried",1,Professional
15,32,0,13,Service,3,"Sales, Clerical, Services"
9,39,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
12,38,0,12,"Operatives, Other",5,Other Blue Collar
16,37,0,5,Proprietors,2,Managerial
5,43,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
15,33,0,5,Proprietors,2,Managerial
13,32,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,25,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
10,35,0,0,Unemployment,0,Unemployment
13,30,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
17,38,0,3,Managers,2,Managerial
16,26,0,16,Farmers,2,Managerial
11,35,1,0,Unemployment,0,Unemployment
16,25,0,2,"Professionals, Salaried",1,Professional
16,34,0,2,"Professionals, Salaried",1,Professional
12,40,0,10,"Craftsmen, Construction",5,Other Blue Collar
18,27,0,2,"Professionals, Salaried",1,Professional
14,42,1,0,Unemployment,0,Unemployment
18,26,0,2,"Professionals, Salaried",1,Professional
13,36,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,38,1,12,"Operatives, Other",5,Other Blue Collar
12,39,0,0,Unemployment,0,Unemployment
10,33,0,10,"Craftsmen, Construction",5,Other Blue Collar
17,36,0,4,"Salesmen, Other",2,Managerial
14,30,0,9,"Craftsmen, Other",5,Other Blue Collar
12,29,0,10,"Craftsmen, Construction",5,Other Blue Collar
20,32,1,2,"Professionals, Salaried",1,Professional
14,44,0,2,"Professionals, Salaried",1,Professional
12,28,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
14,27,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,39,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,43,0,5,Proprietors,2,Managerial
12,36,0,13,Service,3,"Sales, Clerical, Services"
10,36,1,9,"Craftsmen, Other",5,Other Blue Collar
12,37,0,10,"Craftsmen, Construction",5,Other Blue Collar
18,42,0,2,"Professionals, Salaried",1,Professional
12,33,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,37,0,5,Proprietors,2,Managerial
13,27,1,12,"Operatives, Other",5,Other Blue Collar
20,41,0,3,Managers,2,Managerial
10,32,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,33,0,16,Farmers,2,Managerial
12,26,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
13,39,0,4,"Salesmen, Other",2,Managerial
14,27,0,15,"Laborers, Other",5,Other Blue Collar
14,34,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
10,38,0,9,"Craftsmen, Other",5,Other Blue Collar
16,29,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,35,0,2,"Professionals, Salaried",1,Professional
12,25,0,0,Unemployment,0,Unemployment
9,41,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
11,30,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,30,0,2,"Professionals, Salaried",1,Professional
16,30,0,0,Unemployment,0,Unemployment
14,27,0,0,Unemployment,0,Unemployment
10,43,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
18,39,0,2,"Professionals, Salaried",1,Professional
13,39,0,0,Unemployment,0,Unemployment
12,35,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,31,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
8,42,0,15,"Laborers, Other",5,Other Blue Collar
12,37,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
17,31,0,2,"Professionals, Salaried",1,Professional
14,44,1,2,"Professionals, Salaried",1,Professional
12,36,0,12,"Operatives, Other",5,Other Blue Collar
12,28,0,3,Managers,2,Managerial
14,44,0,0,Unemployment,0,Unemployment
11,36,1,12,"Operatives, Other",5,Other Blue Collar
9,42,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,37,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
14,41,0,0,Unemployment,0,Unemployment
8,36,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
10,37,0,4,"Salesmen, Other",2,Managerial
12,41,0,3,Managers,2,Managerial
12,43,0,15,"Laborers, Other",5,Other Blue Collar
18,36,0,3,Managers,2,Managerial
14,26,0,3,Managers,2,Managerial
16,30,0,2,"Professionals, Salaried",1,Professional
12,30,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,27,0,10,"Craftsmen, Construction",5,Other Blue Collar
17,36,0,4,"Salesmen, Other",2,Managerial
8,38,0,15,"Laborers, Other",5,Other Blue Collar
16,35,0,2,"Professionals, Salaried",1,Professional
16,27,0,2,"Professionals, Salaried",1,Professional
15,30,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
14,25,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,36,0,6,Clerical,3,"Sales, Clerical, Services"
12,38,0,15,"Laborers, Other",5,Other Blue Collar
11,28,0,13,Service,3,"Sales, Clerical, Services"
15,26,0,9,"Craftsmen, Other",5,Other Blue Collar
12,44,0,0,Unemployment,0,Unemployment
16,33,0,2,"Professionals, Salaried",1,Professional
12,36,1,13,Service,3,"Sales, Clerical, Services"
16,30,0,0,Unemployment,0,Unemployment
16,30,0,3,Managers,2,Managerial
18,36,0,2,"Professionals, Salaried",1,Professional
13,31,1,0,Unemployment,0,Unemployment
14,31,0,3,Managers,2,Managerial
16,29,0,0,Unemployment,0,Unemployment
12,30,0,3,Managers,2,Managerial
14,35,0,2,"Professionals, Salaried",1,Professional
16,42,0,3,Managers,2,Managerial
12,28,0,10,"Craftsmen, Construction",5,Other Blue Collar
19,32,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,40,0,10,"Craftsmen, Construction",5,Other Blue Collar
15,40,0,5,Proprietors,2,Managerial
12,34,0,4,"Salesmen, Other",2,Managerial
14,43,0,2,"Professionals, Salaried",1,Professional
12,26,0,13,Service,3,"Sales, Clerical, Services"
16,43,0,3,Managers,2,Managerial
11,28,0,15,"Laborers, Other",5,Other Blue Collar
15,27,1,10,"Craftsmen, Construction",5,Other Blue Collar
8,43,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,35,0,4,"Salesmen, Other",2,Managerial
11,38,0,0,Unemployment,0,Unemployment
17,31,0,2,"Professionals, Salaried",1,Professional
16,35,0,2,"Professionals, Salaried",1,Professional
12,34,0,5,Proprietors,2,Managerial
12,30,0,10,"Craftsmen, Construction",5,Other Blue Collar
18,34,0,5,Proprietors,2,Managerial
17,26,0,2,"Professionals, Salaried",1,Professional
12,29,0,9,"Craftsmen, Other",5,Other Blue Collar
12,29,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,34,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
13,33,1,13,Service,3,"Sales, Clerical, Services"
14,32,0,0,Unemployment,0,Unemployment
8,27,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,41,0,15,"Laborers, Other",5,Other Blue Collar
15,44,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
17,42,0,3,Managers,2,Managerial
12,41,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,30,0,2,"Professionals, Salaried",1,Professional
9,31,0,12,"Operatives, Other",5,Other Blue Collar
17,37,0,3,Managers,2,Managerial
12,41,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,26,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,25,0,3,Managers,2,Managerial
13,39,0,3,Managers,2,Managerial
14,42,0,6,Clerical,3,"Sales, Clerical, Services"
14,42,0,0,Unemployment,0,Unemployment
14,27,0,0,Unemployment,0,Unemployment
13,30,0,3,Managers,2,Managerial
17,37,0,3,Managers,2,Managerial
13,26,0,15,"Laborers, Other",5,Other Blue Collar
12,35,0,0,Unemployment,0,Unemployment
12,29,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
9,26,0,9,"Craftsmen, Other",5,Other Blue Collar
11,44,0,15,"Laborers, Other",5,Other Blue Collar
16,32,0,2,"Professionals, Salaried",1,Professional
13,41,0,3,Managers,2,Managerial
12,27,0,10,"Craftsmen, Construction",5,Other Blue Collar
9,41,0,3,Managers,2,Managerial
13,29,0,13,Service,3,"Sales, Clerical, Services"
18,31,1,2,"Professionals, Salaried",1,Professional
14,26,1,0,Unemployment,0,Unemployment
10,35,0,1,"Professionals, Self employed",1,Professional
14,37,1,2,"Professionals, Salaried",1,Professional
11,34,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
9,28,0,12,"Operatives, Other",5,Other Blue Collar
12,42,0,12,"Operatives, Other",5,Other Blue Collar
14,36,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
18,26,0,2,"Professionals, Salaried",1,Professional
13,33,0,13,Service,3,"Sales, Clerical, Services"
9,25,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,40,0,5,Proprietors,2,Managerial
12,26,0,9,"Craftsmen, Other",5,Other Blue Collar
12,40,0,3,Managers,2,Managerial
12,33,0,9,"Craftsmen, Other",5,Other Blue Collar
16,32,0,3,Managers,2,Managerial
14,29,0,4,"Salesmen, Other",2,Managerial
14,39,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
13,35,0,10,"Craftsmen, Construction",5,Other Blue Collar
17,29,0,0,Unemployment,0,Unemployment
13,29,0,10,"Craftsmen, Construction",5,Other Blue Collar
7,44,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
13,34,1,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,35,1,6,Clerical,3,"Sales, Clerical, Services"
16,27,0,12,"Operatives, Other",5,Other Blue Collar
18,35,0,3,Managers,2,Managerial
17,32,0,13,Service,3,"Sales, Clerical, Services"
8,34,0,0,Unemployment,0,Unemployment
8,43,0,0,Unemployment,0,Unemployment
12,39,0,2,"Professionals, Salaried",1,Professional
12,34,0,3,Managers,2,Managerial
12,29,1,9,"Craftsmen, Other",5,Other Blue Collar
19,32,0,1,"Professionals, Self employed",1,Professional
12,41,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
10,34,0,10,"Craftsmen, Construction",5,Other Blue Collar
19,34,0,2,"Professionals, Salaried",1,Professional
16,43,0,1,"Professionals, Self employed",1,Professional
18,27,0,2,"Professionals, Salaried",1,Professional
12,27,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
8,41,1,15,"Laborers, Other",5,Other Blue Collar
12,42,0,3,Managers,2,Managerial
10,25,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
14,36,0,3,Managers,2,Managerial
10,36,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
16,36,0,3,Managers,2,Managerial
12,25,0,9,"Craftsmen, Other",5,Other Blue Collar
15,27,0,2,"Professionals, Salaried",1,Professional
9,36,0,10,"Craftsmen, Construction",5,Other Blue Collar
10,38,0,16,Farmers,2,Managerial
19,40,0,3,Managers,2,Managerial
16,41,0,2,"Professionals, Salaried",1,Professional
12,31,0,0,Unemployment,0,Unemployment
12,32,1,2,"Professionals, Salaried",1,Professional
12,44,0,0,Unemployment,0,Unemployment
13,33,0,5,Proprietors,2,Managerial
12,39,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,32,0,5,Proprietors,2,Managerial
14,34,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,25,0,10,"Craftsmen, Construction",5,Other Blue Collar
11,25,1,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
10,34,1,17,Farm laborers,5,Other Blue Collar
12,31,0,2,"Professionals, Salaried",1,Professional
10,37,0,4,"Salesmen, Other",2,Managerial
12,29,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
19,32,0,3,Managers,2,Managerial
16,29,0,2,"Professionals, Salaried",1,Professional
12,33,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,35,0,15,"Laborers, Other",5,Other Blue Collar
12,32,0,0,Unemployment,0,Unemployment
14,41,0,4,"Salesmen, Other",2,Managerial
12,32,0,13,Service,3,"Sales, Clerical, Services"
16,44,0,3,Managers,2,Managerial
13,38,1,4,"Salesmen, Other",2,Managerial
12,36,0,9,"Craftsmen, Other",5,Other Blue Collar
12,32,1,0,Unemployment,0,Unemployment
10,44,1,15,"Laborers, Other",5,Other Blue Collar
13,27,0,13,Service,3,"Sales, Clerical, Services"
12,38,0,0,Unemployment,0,Unemployment
15,26,0,3,Managers,2,Managerial
15,29,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,27,0,5,Proprietors,2,Managerial
10,34,0,13,Service,3,"Sales, Clerical, Services"
12,30,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,27,0,3,Managers,2,Managerial
14,35,0,6,Clerical,3,"Sales, Clerical, Services"
12,34,0,3,Managers,2,Managerial
12,25,0,16,Farmers,2,Managerial
19,27,0,2,"Professionals, Salaried",1,Professional
14,28,1,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
10,38,0,16,Farmers,2,Managerial
16,28,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,35,0,0,Unemployment,0,Unemployment
18,31,0,2,"Professionals, Salaried",1,Professional
11,34,0,16,Farmers,2,Managerial
14,43,0,13,Service,3,"Sales, Clerical, Services"
12,30,1,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
19,38,0,2,"Professionals, Salaried",1,Professional
12,33,0,15,"Laborers, Other",5,Other Blue Collar
19,40,0,2,"Professionals, Salaried",1,Professional
14,42,0,0,Unemployment,0,Unemployment
15,29,0,2,"Professionals, Salaried",1,Professional
6,33,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
14,26,0,15,"Laborers, Other",5,Other Blue Collar
17,41,0,3,Managers,2,Managerial
12,31,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
5,43,0,0,Unemployment,0,Unemployment
12,36,0,2,"Professionals, Salaried",1,Professional
8,42,0,13,Service,3,"Sales, Clerical, Services"
20,32,0,2,"Professionals, Salaried",1,Professional
16,38,0,3,Managers,2,Managerial
12,44,0,2,"Professionals, Salaried",1,Professional
12,37,0,2,"Professionals, Salaried",1,Professional
9,42,0,0,Unemployment,0,Unemployment
18,33,0,0,Unemployment,0,Unemployment
14,30,1,12,"Operatives, Other",5,Other Blue Collar
13,36,0,2,"Professionals, Salaried",1,Professional
10,43,0,0,Unemployment,0,Unemployment
18,30,0,0,Unemployment,0,Unemployment
14,25,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,35,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,36,0,3,Managers,2,Managerial
11,36,0,12,"Operatives, Other",5,Other Blue Collar
13,35,1,5,Proprietors,2,Managerial
12,42,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
17,41,0,2,"Professionals, Salaried",1,Professional
15,42,0,10,"Craftsmen, Construction",5,Other Blue Collar
15,33,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
13,40,1,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
18,40,0,2,"Professionals, Salaried",1,Professional
12,28,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
7,32,0,4,"Salesmen, Other",2,Managerial
17,32,0,2,"Professionals, Salaried",1,Professional
12,34,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
13,27,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
15,36,0,13,Service,3,"Sales, Clerical, Services"
15,30,1,0,Unemployment,0,Unemployment
10,25,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
14,26,0,2,"Professionals, Salaried",1,Professional
12,35,0,4,"Salesmen, Other",2,Managerial
13,42,0,2,"Professionals, Salaried",1,Professional
12,37,0,5,Proprietors,2,Managerial
10,40,0,10,"Craftsmen, Construction",5,Other Blue Collar
19,29,0,2,"Professionals, Salaried",1,Professional
9,31,0,10,"Craftsmen, Construction",5,Other Blue Collar
11,32,0,10,"Craftsmen, Construction",5,Other Blue Collar
18,36,0,2,"Professionals, Salaried",1,Professional
20,28,0,0,Unemployment,0,Unemployment
14,25,0,6,Clerical,3,"Sales, Clerical, Services"
9,40,0,3,Managers,2,Managerial
12,37,0,0,Unemployment,0,Unemployment
14,42,1,0,Unemployment,0,Unemployment
7,38,0,0,Unemployment,0,Unemployment
16,34,0,5,Proprietors,2,Managerial
12,37,0,5,Proprietors,2,Managerial
7,35,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,26,0,2,"Professionals, Salaried",1,Professional
11,36,0,12,"Operatives, Other",5,Other Blue Collar
12,33,0,12,"Operatives, Other",5,Other Blue Collar
14,44,0,15,"Laborers, Other",5,Other Blue Collar
15,30,1,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,31,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,34,0,3,Managers,2,Managerial
13,36,0,0,Unemployment,0,Unemployment
12,25,0,10,"Craftsmen, Construction",5,Other Blue Collar
11,41,0,10,"Craftsmen, Construction",5,Other Blue Collar
8,39,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
11,35,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
14,28,0,2,"Professionals, Salaried",1,Professional
12,29,0,3,Managers,2,Managerial
12,26,1,0,Unemployment,0,Unemployment
20,33,0,3,Managers,2,Managerial
12,35,0,10,"Craftsmen, Construction",5,Other Blue Collar
10,29,0,15,"Laborers, Other",5,Other Blue Collar
13,27,1,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
8,40,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
8,43,0,9,"Craftsmen, Other",5,Other Blue Collar
12,43,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
18,37,0,2,"Professionals, Salaried",1,Professional
12,25,0,9,"Craftsmen, Other",5,Other Blue Collar
12,27,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,38,1,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
18,35,1,3,Managers,2,Managerial
11,44,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,28,0,13,Service,3,"Sales, Clerical, Services"
12,30,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,39,0,3,Managers,2,Managerial
17,39,0,2,"Professionals, Salaried",1,Professional
10,25,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,28,0,0,Unemployment,0,Unemployment
12,34,1,10,"Craftsmen, Construction",5,Other Blue Collar
16,25,0,2,"Professionals, Salaried",1,Professional
3,37,1,17,Farm laborers,5,Other Blue Collar
15,32,0,15,"Laborers, Other",5,Other Blue Collar
12,30,0,13,Service,3,"Sales, Clerical, Services"
12,41,0,9,"Craftsmen, Other",5,Other Blue Collar
12,36,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,27,0,5,Proprietors,2,Managerial
14,31,0,10,"Craftsmen, Construction",5,Other Blue Collar
11,37,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,39,0,2,"Professionals, Salaried",1,Professional
12,25,0,10,"Craftsmen, Construction",5,Other Blue Collar
14,30,0,2,"Professionals, Salaried",1,Professional
16,25,0,1,"Professionals, Self employed",1,Professional
16,39,1,2,"Professionals, Salaried",1,Professional
15,31,0,10,"Craftsmen, Construction",5,Other Blue Collar
18,25,0,0,Unemployment,0,Unemployment
12,41,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
11,41,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
8,43,0,12,"Operatives, Other",5,Other Blue Collar
12,26,0,13,Service,3,"Sales, Clerical, Services"
14,31,0,13,Service,3,"Sales, Clerical, Services"
12,34,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,34,1,1,"Professionals, Self employed",1,Professional
11,33,1,9,"Craftsmen, Other",5,Other Blue Collar
13,30,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,43,0,12,"Operatives, Other",5,Other Blue Collar
12,43,0,3,Managers,2,Managerial
16,26,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,34,0,0,Unemployment,0,Unemployment
8,44,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,38,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,42,0,6,Clerical,3,"Sales, Clerical, Services"
13,26,0,0,Unemployment,0,Unemployment
12,29,0,5,Proprietors,2,Managerial
12,39,0,16,Farmers,2,Managerial
12,26,0,13,Service,3,"Sales, Clerical, Services"
12,36,0,4,"Salesmen, Other",2,Managerial
12,32,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,33,0,4,"Salesmen, Other",2,Managerial
12,40,1,12,"Operatives, Other",5,Other Blue Collar
17,32,0,3,Managers,2,Managerial
12,30,0,16,Farmers,2,Managerial
18,43,0,2,"Professionals, Salaried",1,Professional
10,27,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,28,0,10,"Craftsmen, Construction",5,Other Blue Collar
10,25,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
6,32,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
15,42,0,9,"Craftsmen, Other",5,Other Blue Collar
12,29,0,3,Managers,2,Managerial
12,33,1,15,"Laborers, Other",5,Other Blue Collar
9,26,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
14,36,0,3,Managers,2,Managerial
20,33,0,3,Managers,2,Managerial
10,43,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,35,0,12,"Operatives, Other",5,Other Blue Collar
12,26,0,12,"Operatives, Other",5,Other Blue Collar
12,25,0,0,Unemployment,0,Unemployment
8,42,0,12,"Operatives, Other",5,Other Blue Collar
16,43,0,3,Managers,2,Managerial
12,41,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,34,1,2,"Professionals, Salaried",1,Professional
15,35,0,3,Managers,2,Managerial
8,44,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
15,32,0,2,"Professionals, Salaried",1,Professional
9,41,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
13,43,1,3,Managers,2,Managerial
12,34,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,34,0,3,Managers,2,Managerial
12,32,0,3,Managers,2,Managerial
12,28,1,12,"Operatives, Other",5,Other Blue Collar
18,26,0,2,"Professionals, Salaried",1,Professional
13,28,1,13,Service,3,"Sales, Clerical, Services"
12,25,0,10,"Craftsmen, Construction",5,Other Blue Collar
13,37,0,3,Managers,2,Managerial
12,30,1,14,"Laborers, Manufacturing",4,MFG Blue Collar
12,37,0,0,Unemployment,0,Unemployment
13,25,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,26,1,0,Unemployment,0,Unemployment
9,38,0,15,"Laborers, Other",5,Other Blue Collar
13,37,1,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
18,36,0,2,"Professionals, Salaried",1,Professional
17,26,0,3,Managers,2,Managerial
12,44,0,5,Proprietors,2,Managerial
12,35,0,9,"Craftsmen, Other",5,Other Blue Collar
12,25,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
2,39,0,12,"Operatives, Other",5,Other Blue Collar
12,29,1,3,Managers,2,Managerial
18,31,0,2,"Professionals, Salaried",1,Professional
17,26,0,2,"Professionals, Salaried",1,Professional
16,27,0,2,"Professionals, Salaried",1,Professional
19,26,0,1,"Professionals, Self employed",1,Professional
12,28,1,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
17,38,0,3,Managers,2,Managerial
7,38,1,13,Service,3,"Sales, Clerical, Services"
13,25,0,0,Unemployment,0,Unemployment
8,35,0,0,Unemployment,0,Unemployment
7,44,0,12,"Operatives, Other",5,Other Blue Collar
8,34,0,9,"Craftsmen, Other",5,Other Blue Collar
18,29,0,5,Proprietors,2,Managerial
12,33,0,13,Service,3,"Sales, Clerical, Services"
13,25,0,6,Clerical,3,"Sales, Clerical, Services"
15,32,0,6,Clerical,3,"Sales, Clerical, Services"
15,38,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,32,0,3,Managers,2,Managerial
12,43,0,4,"Salesmen, Other",2,Managerial
10,34,1,12,"Operatives, Other",5,Other Blue Collar
11,43,1,10,"Craftsmen, Construction",5,Other Blue Collar
10,30,1,0,Unemployment,0,Unemployment
11,25,1,12,"Operatives, Other",5,Other Blue Collar
12,33,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
18,35,0,2,"Professionals, Salaried",1,Professional
9,43,1,17,Farm laborers,5,Other Blue Collar
13,29,0,0,Unemployment,0,Unemployment
16,30,0,3,Managers,2,Managerial
12,32,0,10,"Craftsmen, Construction",5,Other Blue Collar
15,31,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,28,0,15,"Laborers, Other",5,Other Blue Collar
16,33,1,2,"Professionals, Salaried",1,Professional
18,26,0,2,"Professionals, Salaried",1,Professional
2,29,0,0,Unemployment,0,Unemployment
18,30,0,2,"Professionals, Salaried",1,Professional
17,40,0,3,Managers,2,Managerial
16,44,0,3,Managers,2,Managerial
12,44,0,4,"Salesmen, Other",2,Managerial
17,39,0,3,Managers,2,Managerial
12,27,0,13,Service,3,"Sales, Clerical, Services"
12,40,0,9,"Craftsmen, Other",5,Other Blue Collar
17,44,0,2,"Professionals, Salaried",1,Professional
8,37,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,38,0,2,"Professionals, Salaried",1,Professional
